상품번호,상품명,자체 상품코드,카테고리ID,요약 설명. 상품 상세정보 상단에 출력됩니다. 외부광고 서비스(페이스북/크리테오 등)와 연동시 필수,판매상태,상품상태,판매가,무게,정가,재고사용,재고수량,상품상세정보,상품URL,대표이미지URL,세금,미성년자 구매,개인통관고유부호,원산지,제조사,브랜드,적립금 설정,구매시적립금지급값,구매시적립금지급단위,할인적용대상,할인금액,할인금액 단위,옵션사용,옵션형태,필수옵션명,필수옵션값,필수옵션재고수량합계,선택옵션명,선택옵션값,선택옵션재고수량합계,입력형옵션,0원선택옵션최대구매수량,재고소진후주문가능여부,네이버다음쇼핑노출용상품명,네이버 쇼핑 이벤트 문구,네이버 쇼핑 카테고리 ID,최소 구매수량,최대 구매수량,1인 최대 구매수량,주문제작상품,병행수입,해외구매대행,판매방식,다음쇼핑하우노출,네이버쇼핑노출,네이버페이,톡체크아웃
7275,ENFJ_8887,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/37a4705e63037.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/00bb88f330f80.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/fb34765a163b8.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/7e77b420ffa7c.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/2e075d467ccdc.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/5ad04b7a1dc3b.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/1b35b1ee7aa81.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/8b683a538fc13.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/e00a33f4e7ad9.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=799,https://cdn.imweb.me/thumbnail/20240520/9a14b3eec17b9.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7274,ENFJ_8886,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/d774802f7a3ab.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/00bb88f330f80.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/fb34765a163b8.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/7e77b420ffa7c.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/2e075d467ccdc.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/5ad04b7a1dc3b.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/1b35b1ee7aa81.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/8b683a538fc13.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/e00a33f4e7ad9.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=800,https://cdn.imweb.me/thumbnail/20240520/9a14b3eec17b9.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7273,ENTP_8879,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/e41ac7c120265.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/00bb88f330f80.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/fb34765a163b8.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/7e77b420ffa7c.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/2e075d467ccdc.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/5ad04b7a1dc3b.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/1b35b1ee7aa81.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/8b683a538fc13.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/e00a33f4e7ad9.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=801,https://cdn.imweb.me/thumbnail/20240520/87d9efc2544a7.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7272,ENTP_8878,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/ae4a34506e0d3.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/00bb88f330f80.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/fb34765a163b8.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/7e77b420ffa7c.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/2e075d467ccdc.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/5ad04b7a1dc3b.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/1b35b1ee7aa81.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/8b683a538fc13.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/e00a33f4e7ad9.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=802,https://cdn.imweb.me/thumbnail/20240520/87d9efc2544a7.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7271,ENTJ_8877,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/08966c419f17e.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/00bb88f330f80.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/fb34765a163b8.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/7e77b420ffa7c.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/2e075d467ccdc.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/5ad04b7a1dc3b.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/1b35b1ee7aa81.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/8b683a538fc13.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/e00a33f4e7ad9.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=803,https://cdn.imweb.me/thumbnail/20240520/f8043d950d449.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7270,ENTJ_8876,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/f9fdfc038a1ac.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/00bb88f330f80.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/fb34765a163b8.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/7e77b420ffa7c.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/2e075d467ccdc.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/5ad04b7a1dc3b.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/1b35b1ee7aa81.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/8b683a538fc13.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/e00a33f4e7ad9.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=804,https://cdn.imweb.me/thumbnail/20240520/f8043d950d449.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7269,ENTP_8869,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/505fe37194e59.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/00bb88f330f80.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/fb34765a163b8.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/7e77b420ffa7c.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/2e075d467ccdc.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/5ad04b7a1dc3b.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/1b35b1ee7aa81.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/8b683a538fc13.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/e00a33f4e7ad9.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=805,https://cdn.imweb.me/thumbnail/20240520/87d9efc2544a7.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7268,ENTP_8868,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/141389bcfc5c3.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/00bb88f330f80.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/fb34765a163b8.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/7e77b420ffa7c.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/2e075d467ccdc.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/5ad04b7a1dc3b.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/1b35b1ee7aa81.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/8b683a538fc13.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/e00a33f4e7ad9.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=806,https://cdn.imweb.me/thumbnail/20240520/87d9efc2544a7.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7267,ENTJ_8867,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/3c6170c65c8ed.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/00bb88f330f80.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/fb34765a163b8.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/7e77b420ffa7c.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/2e075d467ccdc.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/5ad04b7a1dc3b.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/1b35b1ee7aa81.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/8b683a538fc13.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/e00a33f4e7ad9.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=807,https://cdn.imweb.me/thumbnail/20240520/f8043d950d449.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
7266,ENTJ_8866,,CATE1,,판매중,신상품,10000,1,,N,,"<p style=""text-align: center;""><img src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/ee043d9883cf5.jpg"" class=""fr-dib"" data-files=""[object Object]""></p>     <p style=""text-align: left;""><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/00bb88f330f80.gif""></p>     <p><br></p>     <p><br></p>     <p><br></p>     <p><br></p>     <table class=""noBorder"" style=""width: 70%; margin-left: calc(14%); margin-right: calc(16%);"">         <tbody>             <tr>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/fb34765a163b8.png"" style=""width: 163px;""></p><br>                 </td>                 <td style=""width: 50%;"">                     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/7e77b420ffa7c.png"" style=""width: 165px;""></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><a href=""https://etfdiy.imweb.me/49?preview_mode=1""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/2e075d467ccdc.png""></a></p>     <p><br></p>     <p><br></p>     <p><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/5ad04b7a1dc3b.jpg"" style=""width: 265px;""></p>     <p><br></p>     <table class=""noBorder _table_responsive"" style=""width: 98%; margin-right: calc(2%);"">         <tbody>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/73""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/1b35b1ee7aa81.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/76""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/8b683a538fc13.png""></a></p><br>                 </td>             </tr>             <tr>                 <td style=""width: 100.0000%;"">                     <p><a href=""https://etfdiy.imweb.me/75""><img class=""fr-dib"" src=""https://cdn.imweb.me/upload/S202311277b7af2179a486/e00a33f4e7ad9.png""></a></p><br>                 </td>             </tr>         </tbody>     </table>     <p><br></p>     <p><br></p>     <p><br></p>",https://assetallocationepi77.imweb.me/shop_view/?idx=808,https://cdn.imweb.me/thumbnail/20240520/f8043d950d449.jpg,과세상품,Y,,,,,기본 설정을 따름,,KRW,,,,Y,조합형,기간,"1개월,3개월,6개월,1년,2년",,,,,,본상품 구매 수량만큼 구매 가능,N,,,,60,100,0,N,N,N,소매,Y,Y,Y,Y
